test_ex1_1,2
test_ex1_2,0
test_ex1_3,2
test_ex2_1,2.5
test_ex2_2,2.5
test_ex2_3,3
test_ex3_1,3
test_ex3_2,3
test_ex3_3,3
test_ex3_4,1
test_ex4_1,2
test_ex4_2,2
test_ex4_3,2
test_ex4_4,2
test_personal_data_entry,0
