test_ex1_1,2
test_ex1_2,2
test_ex1_3,2
test_ex2_1,0
test_ex2_2,0
test_ex2_3,0
test_ex2_4,0
test_ex3_1,1
test_ex3_2,1
test_ex3_3,2
test_ex3_4,2
test_ex3_5,2
test_ex4_1,3
test_ex4_2,3
test_ex4_3,0
test_personal_data_entry,0
